"player_name","name_in_home_country","date_of_birth","place_of_birth","age","height","citizenship","position","foot","player_agent","current_club","joined","contract_expires","date_of_last_contract_extension","outfitter","instagram","player_valuation","max_player_valuation","max_player_valuation_date","URL","contract_option","na","on_loan_from","contract_there_expires","twitter","facebook","x2nd_club","full_name","website","x3nd_club","date_of_death"
"Filip Szymczak","Filip Szymczak","2002-05-06","Pozna�","20",1.87,"Poland","Attack - Centre-Forward","both","Fabryka Futbolu","Lech Poznan","2019-05-01","2025-06-30","2021-06-22","Nike",NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/filip-szymczak/profil/spieler/554972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adriel Ba Loua","Adriel D'Avila Ba Loua","1996-07-25","Yopougon","26",1.7,"Cote d'Ivoire","Attack - Right Winger","left","ELITE CAREER MANAGEMENT","Lech Poznan","2021-08-27","2025-06-30",NA,"Nike","http://www.instagram.com/bladofficiel.13/",NA,2e+06,"2021-06-25","https://www.transfermarkt.com/adriel-ba-loua/profil/spieler/364314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artur Sobiech","Artur Adam Sobiech","1990-06-12","Ruda �l�ska","32",1.84,"Poland","Attack - Centre-Forward","right","no agent","Lech Poznan","2021-07-01","2023-06-30",NA,"adidas","http://www.instagram.com/a_sobiech/",NA,2500000,"2012-10-23","https://www.transfermarkt.com/artur-sobiech/profil/spieler/75640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norbert Paclawski","Norbert Pac�awski","2004-02-19","Rzesz�w","18",1.8,"Poland","Attack - Centre-Forward","right","ProSport Manager","Lech Poznan","2021-01-27","2023-06-30",NA,NA,NA,NA,NA,"2021-05-21","https://www.transfermarkt.com/norbert-paclawski/profil/spieler/661404",NA,NA,NA,NA,NA,NA,"Lech Poznan II",NA,NA,NA,NA
"Jakub Antczak","Jakub Antczak","2004-04-29","Wroc�aw","18",1.68,"Poland","Attack - Left Winger","right","ProSport Manager","Lech Poznan","2022-02-01","2024-06-30","2021-12-08",NA,NA,NA,NA,"2022-06-14","https://www.transfermarkt.com/jakub-antczak/profil/spieler/631442",NA,NA,NA,NA,NA,NA,"Lech Poznan II",NA,NA,NA,NA
"Kacper Tobiasz","Kacper Tobiasz","2002-11-04","P�ock","20",1.91,"Poland","Goalkeeper","left","Fabryka Futbolu","Legia Warszawa","2020-10-07","2026-06-30","2022-08-04",NA,NA,1500000,1500000,"2022-11-16","https://www.transfermarkt.com/kacper-tobiasz/profil/spieler/658111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cezary Miszta","Cezary Miszta","2001-10-30","�uk�w","21",1.92,"Poland","Goalkeeper",NA,NA,"Legia Warszawa","2019-01-01","2025-06-30","2021-04-19",NA,"http://www.instagram.com/czarek.miszta/",NA,NA,"2022-06-14","https://www.transfermarkt.com/cezary-miszta/profil/spieler/487167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominik Hladun","Dominik H�adun","1995-09-17","Lubin","27",1.9,"Poland","Goalkeeper","left","Promoesport","Legia Warszawa","2022-07-01","2026-06-30",NA,NA,NA,NA,1e+06,"2021-10-15","https://www.transfermarkt.com/dominik-hladun/profil/spieler/278676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakub Trojanowski",NA,"2001-07-15","Pruszk�w","21",1.9,"Poland","Goalkeeper",NA,NA,"Legia Warszawa","2022-11-04","2023-06-30",NA,NA,NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/jakub-trojanowski/profil/spieler/592532",NA,NA,NA,NA,NA,NA,"Legia Warsaw II (#1)",NA,NA,NA,NA
"Mateusz Wieteska","Mateusz Wieteska","1997-02-11","Warszawa","26",1.87,"Poland","Defender - Centre-Back","right","UNIDOS","Clermont Foot 63","2022-07-25","2026-06-30",NA,NA,"http://www.instagram.com/mateuszwieteska4/",3e+06,3e+06,"2022-11-02","https://www.transfermarkt.com/mateusz-wieteska/profil/spieler/208172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maik Nawrocki","Maik Nawrocki","2001-02-07","Bremen","22",1.9,"Poland Germany","Defender - Centre-Back","both","INGENIUM SPORTS GmbH","Legia Warszawa","2022-07-01","2025-06-30",NA,"adidas","http://www.instagram.com/maik4nawrocki",1800000,1800000,"2022-11-16","https://www.transfermarkt.com/maik-nawrocki/profil/spieler/407745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rafal Augustyniak","Rafa� Sylwester Augustyniak","1993-10-14","Zdu�ska Wola","29",1.85,"Poland","Defender - Centre-Back","right","INNfootball","Legia Warszawa","2022-07-30","2025-06-30",NA,"adidas",NA,1e+06,1800000,"2021-06-02","https://www.transfermarkt.com/rafal-augustyniak/profil/spieler/264796","Option for a further year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindsay Rose","Lindsay Rose","1992-02-08","Rennes","31",1.84,"Mauritius France","Defender - Centre-Back","right","E.C.DIMITRIADIS sro","Legia Warszawa","2021-07-01","2024-06-30",NA,NA,"http://www.instagram.com/lrose20/",NA,3500000,"2015-06-06","https://www.transfermarkt.com/lindsay-rose/profil/spieler/135490","Option for a further year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yuri Ribeiro","Yuri Oliveira Ribeiro","1997-01-24","Vieira do Minho","26",1.75,"Portugal Switzerland","Defender - Centre-Back","left","Universal Twenty Two","Legia Warszawa","2021-08-23","2024-06-30",NA,NA,"http://www.instagram.com/yuri_ribeiro95/",NA,3e+06,"2018-06-13","https://www.transfermarkt.com/yuri-ribeiro/profil/spieler/258032","Option for a further year",NA,NA,NA,NA,"http://www.facebook.com/yurioliveiraribeiro/",NA,NA,NA,NA,NA
"Joel Abu Hanna","<U+05D2>'<U+05D5><U+05D0><U+05DC> <U+05D0><U+05D1><U+05D5> <U+05D7><U+05E0><U+05D0>","1998-01-22","Troisdorf","25",1.84,"Israel Germany","Defender - Centre-Back","left","Skylar","Lechia Gdansk","2022-08-27","2023-06-30",NA,NA,NA,NA,1200000,"2021-06-07","https://www.transfermarkt.com/joel-abu-hanna/profil/spieler/267330",NA,NA,"Legia Warszawa","Jun 30, 2024",NA,NA,NA,NA,NA,NA,NA
"Artur Jedrzejczyk","Artur J�drzejczyk","1987-11-04","D�bica","35",1.89,"Poland","Defender - Centre-Back","right","UNIDOS","Legia Warszawa","2017-01-04","2024-06-30","2023-02-06",NA,NA,NA,4500000,"2015-02-23","https://www.transfermarkt.com/artur-jedrzejczyk/profil/spieler/42401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jan Ziolkowski","Jan Zi�kowski","2005-06-05","Warszawa","17",1.94,"Poland","Defender - Centre-Back",NA,NA,"Legia Warszawa","2023-01-25",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/jan-ziolkowski/profil/spieler/1046867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filip Mladenovic","<U+0424><U+0438><U+043B><U+0438><U+043F> M<U+043B>a<U+0434>e<U+043D>o<U+0432><U+0438><U+045B>","1991-08-15","�a�ak","31",1.8,"Serbia","midfield - Left Midfield","left","FSB � Spielerberatung GmbH","Legia Warszawa","2020-07-21","2023-06-30",NA,NA,"http://www.instagram.com/filipmladenovic25/",1500000,3e+06,"2021-05-21","https://www.transfermarkt.com/filip-mladenovic/profil/spieler/168063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartosz Slisz","Bartosz Slisz","1999-03-29","Rybnik","23",1.79,"Poland","midfield - Defensive Midfield","right","FairSport","Legia Warszawa","2020-02-28","2024-12-31",NA,NA,NA,1500000,2e+06,"2021-05-21","https://www.transfermarkt.com/bartosz-slisz/profil/spieler/382429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pawel Wszolek","Pawe� Marek Wszo�ek","1992-04-30","Tczew","30",1.86,"Poland","midfield - Right Midfield","right","KFM","Legia Warszawa","2022-07-07","2025-06-30",NA,NA,"http://www.instagram.com/pawelwszolek22/",1200000,2500000,"2020-08-18","https://www.transfermarkt.com/pawel-wszolek/profil/spieler/164759",NA,NA,NA,NA,NA,"http://www.facebook.com/WszolekPawel/",NA,NA,NA,NA,NA
"Bartosz Kapustka","Bartosz Kapustka","1996-12-23","Tarn�w","26",1.79,"Poland","midfield - Attacking Midfield","right","BMG-SPORT","Legia Warszawa","2020-08-13","2023-06-30","2022-01-14","Nike","http://www.instagram.com/kapi67/",1200000,7e+06,"2016-10-24","https://www.transfermarkt.com/bartosz-kapustka/profil/spieler/246579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josu�","Josu� Filipe Soares Pesqueira","1990-09-17","Valongo","32",1.74,"Portugal","midfield - Attacking Midfield","left","Proeleven S.A.","Legia Warszawa","2021-07-01","2023-06-30",NA,NA,"http://www.instagram.com/josuepesqueira/",1e+06,8250000,"2015-06-25","https://www.transfermarkt.com/josue/profil/spieler/72772",NA,NA,NA,NA,NA,NA,NA,"Josu� Soares Pesqueira",NA,NA,NA
"Igor Kharatin","<U+0425><U+0430><U+0440><U+0430><U+0442><U+0456><U+043D> <U+0406><U+0433><U+043E><U+0440> <U+0406><U+0433><U+043E><U+0440><U+043E><U+0432><U+0438><U+0447>","1995-02-02","Mukacheve, Zakarpattya Oblast","28",1.88,"Ukraine Hungary","midfield - Defensive Midfield","right","ProStar","Legia Warszawa","2021-09-01","2024-06-30",NA,NA,"http://www.instagram.com/igor_kharatin/",NA,2500000,"2021-01-24","https://www.transfermarkt.com/igor-kharatin/profil/spieler/213976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Makana Baku","Makana Baku","1998-04-08","Mainz","24",1.77,"Germany DR Congo","midfield - Attacking Midfield","right","Relatives","Legia Warszawa","2022-07-02","2025-06-30",NA,NA,"http://www.instagram.com/makana.baku/",NA,1e+06,"2021-10-12","https://www.transfermarkt.com/makana-baku/profil/spieler/336974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattias Johansson","Mattias Erik Johansson","1992-02-16","J�nk�ping","30",1.74,"Sweden","midfield - Right Midfield","right","HCM Sports Management","Legia Warszawa","2021-07-01","2023-06-30",NA,"adidas","http://www.instagram.com/mattiasjohanssonofficial/",NA,2e+06,"2014-02-11","https://www.transfermarkt.com/mattias-johansson/profil/spieler/132014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patryk Sokolowski","Patryk Soko�owski","1994-09-25","Warszawa","28",1.82,"Poland","midfield - Defensive Midfield",NA,"FBG","Legia Warszawa","2022-01-06","2023-12-31",NA,NA,NA,NA,NA,"2021-12-31","https://www.transfermarkt.com/patryk-sokolowski/profil/spieler/284871","Option for a further year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurgen �elhaka",NA,"2000-12-06","Tiran�","22",1.83,"Albania","midfield - Defensive Midfield","right","KCIRAMANAGEMENT","Legia Warszawa","2021-08-28","2025-06-30",NA,NA,NA,NA,NA,"2022-04-07","https://www.transfermarkt.com/jurgen-celhaka/profil/spieler/622727",NA,NA,NA,NA,NA,NA,"Legia Warsaw II",NA,NA,NA,NA
"Robert Pich","R�bert Pich","1988-11-12","Svidn�k","34",1.73,"Slovakia","midfield - Attacking Midfield",NA,NA,"Legia Warszawa","2022-07-01","2024-06-30",NA,NA,"http://www.instagram.com/robipich/",NA,NA,"2015-06-30","https://www.transfermarkt.com/robert-pich/profil/spieler/109742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakub Kisiel","Jakub Kisiel","2003-02-05","Wyszk�w","20",1.84,"Poland","midfield - Defensive Midfield",NA,NA,"Legia Warszawa","2020-10-07","2025-06-30","2021-04-19",NA,NA,NA,NA,"2021-12-31","https://www.transfermarkt.com/jakub-kisiel/profil/spieler/672232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Igor Strzalek","Igor Strza�ek","2004-01-19","Siedlce","19",1.83,"Poland","midfield - Defensive Midfield","both","box2box Football Agency","Legia Warszawa","2022-02-02","2023-12-31",NA,"Puma",NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/igor-strzalek/profil/spieler/847436",NA,NA,NA,NA,NA,NA,"Legia Warsaw II",NA,NA,NA,NA
"Filip Rejczyk",NA,"2006-04-20","Stalowa Wola","16",1.79,"Poland","midfield - Defensive Midfield","right",NA,"Legia Warszawa","2023-01-25","2023-06-30",NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/filip-rejczyk/profil/spieler/991455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakub Jedrasik",NA,"2005-04-07","��d�","17",1.74,"Poland","midfield - Attacking Midfield","both","Agent is known - Player under 18","Legia Warszawa","2023-01-25","2024-06-30",NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/jakub-jedrasik/profil/spieler/848943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ernest Muci","Ernest Mu�i","2001-03-19","Tiran�","21",1.8,"Albania","Attack - Centre-Forward","both","Select Sports Management LLC","Legia Warszawa","2021-02-23","2025-06-30",NA,NA,NA,1500000,1500000,"2022-09-29","https://www.transfermarkt.com/ernest-muci/profil/spieler/583917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlitos",NA,"1990-06-12","Alicante","32",1.76,"Spain","Attack - Centre-Forward","right","LA Football Consulting","Legia Warszawa","2022-08-16","2024-06-30",NA,"Puma","http://www.instagram.com/carlitos_majestic/",1e+06,3e+06,"2018-07-03","https://www.transfermarkt.com/carlitos/profil/spieler/228885","Option for a further year",NA,NA,NA,"http://twitter.com/carlitoslopez4",NA,NA,"Carlos Daniel L�pez Huesca",NA,NA,NA
"Maciej Rosolek","Maciej Roso�ek","2001-09-02","Siedlce","21",1.83,"Poland","Attack - Centre-Forward","both","UNIDOS","Legia Warszawa","2019-07-05","2025-06-30","2022-12-08",NA,NA,NA,NA,"2021-06-30","https://www.transfermarkt.com/maciej-rosolek/profil/spieler/401609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lirim Kastrati","Lirim Kastrati","1999-01-16","Ogo�te / Hogosht","24",1.74,"Kosovo Albania","Attack - Right Winger","right",NA,"MOL Feh�rv�r FC","2022-08-30","2025-06-30",NA,NA,NA,NA,2e+06,"2020-07-27","https://www.transfermarkt.com/lirim-kastrati/profil/spieler/531218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tomas Pekhart","Tom� Pekhart","1989-05-26","Su�ice","33",1.94,"Czech Republic","Attack - Centre-Forward","right","SUPREME SPORTS ASIA","Legia Warszawa","2023-01-30","2024-06-30",NA,"adidas","http://www.instagram.com/tpegas/",NA,4e+06,"2012-06-29","https://www.transfermarkt.com/tomas-pekhart/profil/spieler/38746",NA,NA,NA,NA,"http://twitter.com/pegas11",NA,NA,NA,"http://www.tomas-pekhart.eu/cz/",NA,NA
"Blaz Kramer","Bla� Kramer","1996-06-01","Celje","26",1.91,"Slovenia","Attack - Centre-Forward","right","Goran Durdic","Legia Warszawa","2022-07-01","2025-06-30",NA,"Nike","http://www.instagram.com/blazkramer",NA,1e+06,"2020-12-28","https://www.transfermarkt.com/blaz-kramer/profil/spieler/322288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kacper Skibicki","Kacper Skibicki","2001-10-11","Che�mno","21",1.74,"Poland","Attack - Right Winger","both","KFM","GKS Tychy","2023-01-04","2023-06-30",NA,NA,NA,NA,NA,"2021-10-15","https://www.transfermarkt.com/kacper-skibicki/profil/spieler/607860","Option to buy",NA,"Legia Warszawa","Jun 30, 2024",NA,NA,NA,NA,NA,NA,NA
"Dante Stipica","Dante Stipica","1991-05-30","Split","31",1.89,"Croatia","Goalkeeper",NA,"UFMG","Pogon Szczecin","2019-07-01","2026-06-30","2021-10-01",NA,NA,NA,1500000,"2021-05-21","https://www.transfermarkt.com/dante-stipica/profil/spieler/86635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartosz Klebaniuk","Bartosz Klebaniuk","2002-04-03","Bia�a Podlaska","20",1.93,"Poland","Goalkeeper","both","IQSPORT.COM.PL","Pogon Szczecin","2021-07-01","2025-06-30",NA,NA,NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/bartosz-klebaniuk/profil/spieler/621424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maciej Kowal","Maciej Kowal","2002-12-09","Dzier�oni�w","20",1.95,"Poland","Goalkeeper","left","Adi Sport Consulting","Pogon Szczecin","2022-07-12","2025-06-30",NA,NA,NA,NA,NA,"2022-07-13","https://www.transfermarkt.com/maciej-kowal/profil/spieler/797820",NA,NA,NA,NA,NA,NA,"Pogon Szczecin II",NA,NA,NA,NA
"Danijel Loncar","Danijel Lon�ar","1997-06-26","Osijek","25",1.87,"Croatia Bosnia-Herzegovina","Defender - Centre-Back","right","MSports PRO","Pogon Szczecin","2023-02-10","2026-06-30",NA,NA,NA,1500000,1500000,"2022-03-22","https://www.transfermarkt.com/danijel-loncar/profil/spieler/366287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linus Wahlqvist","Rolf Linus Wahlqvist","1996-11-11","Norrk�ping","26",1.85,"Sweden","Defender - Right-Back","right",NA,"Pogon Szczecin","2023-01-01","2026-06-30",NA,NA,"http://www.instagram.com/liinuswahlqvist/",1200000,1250000,"2019-01-08","https://www.transfermarkt.com/linus-wahlqvist/profil/spieler/249125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lu�s Mata","Lu�s Carlos Machado Mata","1997-07-06","Porto","25",1.81,"Portugal","Defender - Left-Back","left","SoccerSoul","Zaglebie Lubin","2023-02-07","2025-06-30",NA,NA,"http://www.instagram.com/luis55mata/",1e+06,1500000,"2022-06-14","https://www.transfermarkt.com/luis-mata/profil/spieler/258002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konstantinos Triantafyllopoulos","<U+039A><U+03C9><U+03BD><U+03C3><U+03C4><U+03B1><U+03BD><U+03C4><U+03AF><U+03BD><U+03BF><U+03C2> <U+03A4><U+03C1><U+03B9><U+03B1><U+03BD><U+03C4><U+03B1><U+03C6><U+03C5><U+03BB><U+03BB><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","1993-04-03","Korinth","29",1.85,"Greece","Defender - Centre-Back","right","Forza Sports Group","Pogon Szczecin","2019-07-01","2023-06-30","2021-05-20",NA,NA,NA,1800000,"2022-04-07","https://www.transfermarkt.com/konstantinos-triantafyllopoulos/profil/spieler/185691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonardo Koutris","<U+039B><U+03B5><U+03BF><U+03BD><U+03AC><U+03C1><U+03BD><U+03C4><U+03BF> <U+03A0><U+03AC>�<U+03C0><U+03BB><U+03BF> <U+039A><U+03BF><U+03CD><U+03C4><U+03C1><U+03B7><U+03C2>","1995-07-23","Ribeirao Preto","27",1.7,"Greece Brazil","Defender - Left-Back","left","feel soccer GmbH","Pogon Szczecin","2023-01-01","2026-06-30",NA,NA,"http://www.instagram.com/leonardo_koutris/",NA,6e+06,"2019-05-21","https://www.transfermarkt.com/leonardo-koutris/profil/spieler/187530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakub Bartkowski","Jakub Bartkowski","1991-11-07","��d�","31",1.82,"Poland","Defender - Right-Back","right","FBG","Lechia Gdansk","2023-01-02","2025-06-30",NA,NA,NA,NA,NA,"2021-12-31","https://www.transfermarkt.com/jakub-bartkowski/profil/spieler/130444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kryspin Szczesniak","Kryspin Szcze�niak","2001-01-08","Gorz�w Wielkopolski","22",1.86,"Poland","Defender - Centre-Back","both","F-MG.COM","G�rnik Zabrze","2022-08-30","2023-06-30","2022-08-30",NA,NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/kryspin-szczesniak/profil/spieler/549312","Option to buy",NA,"Pogon Szczecin","Jun 30, 2025",NA,NA,NA,NA,NA,NA,NA
"Mariusz Malec","Mariusz Malec","1995-04-04","Chorz�w","27",1.91,"Poland","Defender - Centre-Back","left","INNfootball","Pogon Szczecin","2018-07-01","2024-06-30","2021-04-22",NA,NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/mariusz-malec/profil/spieler/331871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L�o Borges",NA,"2001-01-03","Pelotas","22",1.79,"Brazil","Defender - Left-Back","left","firsteleven ISM","Pogon Szczecin","2022-07-10","2025-06-30",NA,NA,NA,NA,NA,"2021-05-27","https://www.transfermarkt.com/leo-borges/profil/spieler/681692",NA,NA,NA,NA,NA,NA,NA,"Leonardo Borges Da Silva",NA,NA,NA
"Benedikt Zech","Benedikt Zech","1990-11-03","Feldkirch","32",1.86,"Austria","Defender - Centre-Back","right","Alliance Sportsmanagement AG","Pogon Szczecin","2019-07-01","2025-06-30","2021-12-24",NA,NA,NA,1e+06,"2021-10-15","https://www.transfermarkt.com/benedikt-zech/profil/spieler/83616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pawel Stolarski","Pawe� Stolarski","1996-01-28","Krak�w","27",1.81,"Poland","Defender - Right-Back","right","UNIDOS","Pogon Szczecin","2021-01-01","2024-06-30",NA,NA,"http://www.instagram.com/stolar41/?hl=pl",NA,NA,"2018-01-16","https://www.transfermarkt.com/pawel-stolarski/profil/spieler/235862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartlomiej Mruk","Bart�omiej Mruk","2001-08-21","Krak�w","21",1.84,"Poland","Defender - Centre-Back","left","FSB � Spielerberatung GmbH","Pogon Szczecin","2020-08-01","2023-06-30",NA,NA,NA,NA,NA,"2020-08-18","https://www.transfermarkt.com/bartlomiej-mruk/profil/spieler/631866",NA,NA,NA,NA,NA,NA,"Pogon Szczecin II",NA,NA,NA,NA
"Dawid Rezaeian","Dawid Rezaeian","2002-06-26","Stargard","20",1.72,"Poland Iran","Defender - Right-Back","right","Rechtsanwalt Dr. Martin Balcer","Pogon Szczecin","2021-09-20","2024-06-30","2022-03-15",NA,NA,NA,NA,"2022-11-16","https://www.transfermarkt.com/dawid-rezaeian/profil/spieler/554971",NA,NA,NA,NA,NA,NA,"Pogon Szczecin II",NA,NA,NA,NA
"Mateusz Legowski","Mateusz ��gowski","2003-01-29","Brodnica","20",1.81,"Poland","midfield - Central Midfield","right","F-MG.COM","Pogon Szczecin","2021-01-27","2025-06-30","2022-04-06","adidas",NA,1500000,1500000,"2022-09-29","https://www.transfermarkt.com/mateusz-legowski/profil/spieler/570466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastian Kowalczyk","Sebastian Kowalczyk","1998-08-22","Szczecin","24",1.7,"Poland","midfield - Attacking Midfield","right","UNIDOS","Pogon Szczecin","2016-11-25","2025-06-30","2022-10-06",NA,NA,1300000,1700000,"2022-04-07","https://www.transfermarkt.com/sebastian-kowalczyk/profil/spieler/289168","Amateur contract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Damian Dabrowski","Damian D�browski","1992-08-27","Kamienna G�ra","30",1.78,"Poland","midfield - Defensive Midfield","right","Fabryka Futbolu","Pogon Szczecin","2019-08-24","2024-06-30","2021-06-23",NA,NA,1200000,1400000,"2022-06-14","https://www.transfermarkt.com/damian-dabrowski/profil/spieler/143118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vahan Bichakhchyan","<U+054E><U+0561><U+0570><U+0561><U+0576> <U+054E><U+0561><U+0580><U+0564><U+0561><U+0576><U+056B> <U+0532><U+056B><U+0579><U+0561><U+056D><U+0579><U+0575><U+0561><U+0576>","1999-07-09","Gyumri","23",1.72,"Armenia","midfield - Attacking Midfield","left","CSM Agency","Pogon Szczecin","2022-01-10","2025-06-30","2022-01-10",NA,NA,1200000,1200000,"2022-04-07","https://www.transfermarkt.com/vahan-bichakhchyan/profil/spieler/399348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jean Carlos Silva","Jean Carlos Silva Rocha","1996-05-10","Ouro Preto","26",1.85,"Spain Brazil","midfield - Left Midfield","right","F�TBOLMORRA","Rakow Czestochowa","2023-01-01","2026-06-30",NA,NA,NA,NA,NA,"2021-12-31","https://www.transfermarkt.com/jean-carlos-silva/profil/spieler/282434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamil Drygas","Kamil Drygas","1991-09-07","K�pno","31",1.84,"Poland","midfield - Defensive Midfield","left","Wojciech Zlobicki","Miedz Legnica","2023-01-25","2026-06-30",NA,NA,NA,NA,NA,"2021-10-15","https://www.transfermarkt.com/kamil-drygas/profil/spieler/146067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kacper Smolinski","Kapcer Smoli�ski","2001-02-07","Police","22",1.78,"Poland","midfield - Central Midfield","left","F-MG.COM","Pogon Szczecin","2019-02-21","2024-06-30","2021-09-01",NA,NA,NA,NA,"2021-10-15","https://www.transfermarkt.com/kacper-smolinski/profil/spieler/597231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
